"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1814724";"";"";"Small molecule";"";"362.38";"4";"4";"4.59";"54.37";"2";"1";"0";"5";"N";"0.87";"4.31";"None";"5.14";"2.18";"2";"MOL";"-1";"25";"3";"1";"0";"340.1475";"0.21";"ACID";"C21H20FNaO3";"CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(F)cc1.[Na+]";"MLCFBCIZCFRFEX-UHFFFAOYSA-M"
"CHEMBL4176892";"";"";"Small molecule";"";"417.91";"7";"11";"4.70";"65.37";"5";"0";"0";"3";"N";"0.62";"None";"None";"4.11";"4.11";"3";"MOL";"-1";"28";"5";"0";"0";"417.0802";"-0.84";"NEUTRAL";"C21H20ClNO4S";"COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O";"CEOWGNHGKRXAKI-UHFFFAOYSA-N"
"CHEMBL3325729";"";"";"Small molecule";"";"442.53";"8";"13";"3.03";"94.70";"9";"2";"0";"5";"N";"0.36";"11.24";"7.36";"4.27";"3.99";"4";"MOL";"-1";"33";"9";"2";"0";"442.2230";"-1.57";"NEUTRAL";"C24H26N8O";"Cc1nn(-c2ccccc2)c(N2CCN(C)CC2)c1/C=N/Nc1nc2ccccc2nc1O";"UEVINHQDOKZMCM-PCLIKHOPSA-N"
"CHEMBL3930586";"";"";"Small molecule";"";"444.99";"3";"6";"3.86";"58.44";"6";"0";"0";"5";"N";"0.60";"None";"3.27";"3.59";"3.59";"3";"MOL";"-1";"30";"6";"0";"0";"444.1387";"-1.64";"NEUTRAL";"C22H25ClN4O2S";"Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)sc2n1";"VVFTWAJNRLUNEL-UHFFFAOYSA-N"
"CHEMBL3264698";"";"";"Small molecule";"";"387.26";"4";"5";"4.46";"56.74";"6";"0";"0";"4";"N";"0.48";"None";"None";"4.60";"4.60";"4";"MOL";"-1";"23";"5";"0";"0";"385.9837";"-2.11";"NEUTRAL";"C16H11BrN4OS";"Brc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1";"WVTUWXNHDHSOOZ-UHFFFAOYSA-N"
"CHEMBL122";"ROFECOXIB";"M01AH02|MK-0966|MK-966|MK0966|NSC-720256|NSC-758705|ROFECOXIB|TRM-201|TRM201|Vioxx";"Small molecule";"4.0";"314.36";"213";"1529";"2.56";"60.44";"4";"0";"0";"3";"N";"0.82";"13.12";"None";"2.56";"2.56";"2";"MOL";"0";"22";"4";"0";"0";"314.0613";"-0.07";"NEUTRAL";"C17H14O4S";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"RZJQGNCSTQAWON-UHFFFAOYSA-N"
"CHEMBL3264687";"";"";"Small molecule";"";"353.36";"4";"5";"3.61";"99.88";"8";"0";"0";"5";"N";"0.31";"None";"None";"3.77";"3.77";"4";"MOL";"-1";"25";"8";"0";"0";"353.0583";"-2.60";"NEUTRAL";"C16H11N5O3S";"O=[N+]([O-])c1cccc(-n2cc(CSc3nc4ccccc4o3)nn2)c1";"XHFRMLCXIVEDKR-UHFFFAOYSA-N"
"CHEMBL4177185";"";"";"Small molecule";"";"423.94";"7";"10";"3.81";"73.21";"5";"0";"0";"3";"N";"0.64";"None";"None";"3.66";"3.66";"3";"MOL";"-1";"27";"5";"0";"0";"423.0366";"-1.30";"NEUTRAL";"C19H18ClNO4S2";"CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1";"GDYDRQVQNPLRSD-UHFFFAOYSA-N"
"CHEMBL3264689";"";"";"Small molecule";"";"308.37";"4";"5";"3.70";"56.74";"6";"0";"0";"4";"N";"0.54";"None";"None";"3.83";"3.83";"4";"MOL";"-1";"22";"5";"0";"0";"308.0732";"-2.32";"NEUTRAL";"C16H12N4OS";"c1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1";"HXHAORASBJPZEG-UHFFFAOYSA-N"
"CHEMBL94494";"";"";"Small molecule";"";"443.45";"4";"8";"4.26";"77.98";"5";"1";"0";"2";"N";"0.60";"10.60";"None";"4.43";"4.43";"3";"MOL";"-1";"29";"5";"2";"0";"443.0385";"-1.59";"NEUTRAL";"C18H13F4N3O2S2";"Cc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2";"DADHJCHABCTJSK-UHFFFAOYSA-N"
"CHEMBL118";"CELECOXIB";"CELECOXIB|Celebra|Celebrex|DFN-15|DFN15|ELYXYB|NSC-719627|NSC-758624|ONSENAL|SC-58635";"Small molecule";"4.0";"381.38";"310";"3247";"3.51";"77.98";"4";"1";"0";"3";"N";"0.75";"10.60";"None";"4.01";"4.01";"3";"MOL";"0";"26";"5";"2";"0";"381.0759";"-1.57";"NEUTRAL";"C17H14F3N3O2S";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"RZEKVGVHFLEQIL-UHFFFAOYSA-N"
"CHEMBL527";"PIROXICAM";"BREXIDOL|CP-16,171|CP-16171|FELDENE 20|FELDENE P|FLAMATROL|Feldene|KENTENE|LARAPAM|NSC-666076|PIROFLAM 10|PIROFLAM 20|PIROXICAM|PIROZIP 10|PIROZIP 20";"Small molecule";"4.0";"331.35";"231";"1107";"1.58";"99.60";"5";"2";"0";"2";"N";"0.87";"4.76";"3.79";"0.60";"-1.52";"2";"MOL";"0";"23";"7";"2";"0";"331.0627";"-1.18";"ACID";"C15H13N3O4S";"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O";"QYSPLQLAKJAUJT-UHFFFAOYSA-N"
"CHEMBL6";"INDOMETHACIN";"ACONIP|ARTRACIN|ARTRACIN SR|BERLIND 75 RET|DURAMETACIN|FLEXIN-25 CONTINUS|FLEXIN-50 CONTINUS|FLEXIN-75 CONTINUS|IMBRILON|INDO-LEMMON|INDO-PAED|INDOCID RET|INDOCID-R|INDOCIN SR|INDODERM|INDOFLEX|INDOLAR|INDOLAR SR|INDOMAX-25|INDOMAX-75 SR|INDOMETACIN|INDOMETACIN FARNESIL|INDOMETACINUM|INDOMETHACIN|INDOMOD|INDOPTOL|INDOTARD MR 75|Indocin|LEDMECIN|MAXIMET SR|MOBILAN|NSC-757061|NSC-77541|PARDELPRIN MR|REUMACIDE|RHEUMACIN LA|RIMACID|SLO-INDO|TIVORBEX";"Small molecule";"4.0";"357.79";"333";"7267";"3.93";"68.53";"4";"1";"0";"4";"N";"0.77";"3.79";"None";"3.53";"0.26";"3";"MOL";"0";"25";"5";"1";"0";"357.0768";"-0.72";"ACID";"C19H16ClNO4";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1";"CGIGDMFJXJATDK-UHFFFAOYSA-N"
"CHEMBL599";"MELOXICAM";"ACTICAM|ANJESO|CONTACERA|COXICAM|EMDOCAM|FLEXICAM|INFLACAM|LOXICOM|MELFAX|MELOSUS|MELOVEM|MELOXICAM|MELOXIDOLOR|MELOXIDYL|MELOXIVET|MELOXORAL|METACAM|MOVATEC|Mobic|N-1539|N1539|QMIIZ ODT|RECOCAM|REVITACAM|RHEUMOCAM|UH-AC 62XX|UH-AC-62 XX|UHAC-62XX|VIVLODEX";"Small molecule";"4.0";"351.41";"143";"2415";"1.95";"99.60";"6";"2";"0";"2";"N";"0.86";"4.47";"0.47";"1.60";"-1.10";"2";"MOL";"0";"23";"7";"2";"0";"351.0347";"-1.58";"ACID";"C14H13N3O4S2";"Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1";"ZRVUJXDFFKFLMG-UHFFFAOYSA-N"
